车次,日期.y,车站.y,实际到达.y,实际出发.y,图定到达.y,图定出发.y,轨道.y
G6142,2015-05-15,英德西,2015-5-15 18:18,2015-5-15 18:18,2015-5-15 18:20,2015-5-15 18:20,II道
G6114,2015-05-15,英德西,2015-5-15 18:27,2015-5-15 18:27,2015-5-15 18:26,2015-5-15 18:26,II道
G6104,2015-05-15,英德西,2015-5-15 18:40,2015-5-15 18:40,2015-5-15 18:43,2015-5-15 18:43,II道
G1120,2015-05-15,英德西,2015-5-15 18:44,2015-5-15 18:44,2015-5-15 18:37,2015-5-15 18:37,II道
G6028,2015-05-15,英德西,2015-5-15 18:53,2015-5-15 18:53,2015-5-15 18:50,2015-5-15 18:50,II道
G1004,2015-05-15,英德西,2015-5-15 19:10,2015-5-15 19:10,2015-5-15 19:10,2015-5-15 19:10,II道
G1002,2015-05-15,英德西,2015-5-15 19:43,2015-5-15 19:43,2015-5-15 19:33,2015-5-15 19:33,II道
G1006,2015-05-15,英德西,2015-5-15 19:47,2015-5-15 19:47,2015-5-15 19:46,2015-5-15 19:46,II道
G6022,2015-05-15,英德西,2015-5-15 19:53,2015-5-15 19:53,2015-5-15 19:53,2015-5-15 19:53,II道
G632,2015-05-15,英德西,2015-5-15 20:53,2015-5-15 20:53,2015-5-15 20:21,2015-5-15 20:21,II道
G68,2015-05-15,英德西,2015-5-15 21:11,2015-5-15 21:11,2015-5-15 20:27,2015-5-15 20:27,II道
G542,2015-05-15,英德西,2015-5-15 21:28,2015-5-15 21:28,2015-5-15 21:26,2015-5-15 21:26,II道
G94,2015-05-15,英德西,2015-5-15 21:34,2015-5-15 21:38,2015-5-15 21:16,2015-5-15 21:18,4道
G1104,2015-05-15,英德西,2015-5-15 21:37,2015-5-15 21:37,2015-5-15 21:33,2015-5-15 21:33,II道
G6104,2015-05-16,英德西,2015-5-16 7:18,2015-5-16 7:18,2015-5-16 7:20,2015-5-16 7:20,II道
G66,2015-05-16,英德西,2015-5-16 7:24,2015-5-16 7:24,2015-5-16 7:26,2015-5-16 7:26,II道
G1134,2015-05-16,英德西,2015-5-16 7:32,2015-5-16 7:32,2015-5-16 7:33,2015-5-16 7:33,II道
G6024,2015-05-16,英德西,2015-5-16 7:37,2015-5-16 7:37,2015-5-16 7:39,2015-5-16 7:39,II道
G1130,2015-05-16,英德西,2015-5-16 7:48,2015-5-16 7:48,2015-5-16 7:51,2015-5-16 7:51,II道
G68,2015-05-16,英德西,2015-5-16 7:56,2015-5-16 7:56,2015-5-16 7:56,2015-5-16 7:56,II道
G1118,2015-05-16,英德西,2015-5-16 8:04,2015-5-16 8:04,2015-5-16 8:06,2015-5-16 8:06,II道
G1014,2015-05-16,英德西,2015-5-16 8:12,2015-5-16 8:12,2015-5-16 8:13,2015-5-16 8:13,II道
G6014,2015-05-16,英德西,2015-5-16 8:17,2015-5-16 8:17,2015-5-16 8:19,2015-5-16 8:19,II道
G76,2015-05-16,英德西,2015-5-16 8:26,2015-5-16 8:26,2015-5-16 8:26,2015-5-16 8:26,II道
G1016,2015-05-16,英德西,2015-5-16 8:33,2015-5-16 8:33,2015-5-16 8:33,2015-5-16 8:33,II道
G6116,2015-05-16,英德西,2015-5-16 8:50,2015-5-16 8:50,2015-5-16 8:51,2015-5-16 8:51,II道
G1006,2015-05-16,英德西,2015-5-16 9:04,2015-5-16 9:04,2015-5-16 9:04,2015-5-16 9:04,II道
G1032,2015-05-16,英德西,2015-5-16 9:08,2015-5-16 9:08,2015-5-16 9:08,2015-5-16 9:08,II道
G276,2015-05-16,英德西,2015-5-16 9:16,2015-5-16 9:18,2015-5-16 9:17,2015-5-16 9:19,4道
G1018,2015-05-16,英德西,2015-5-16 9:28,2015-5-16 9:28,2015-5-16 9:28,2015-5-16 9:28,II道
G1012,2015-05-16,英德西,2015-5-16 9:32,2015-5-16 9:32,2015-5-16 9:34,2015-5-16 9:34,II道
G1132,2015-05-16,英德西,2015-5-16 9:38,2015-5-16 9:38,2015-5-16 9:40,2015-5-16 9:40,II道
G6122,2015-05-16,英德西,2015-5-16 9:47,2015-5-16 9:47,2015-5-16 9:48,2015-5-16 9:48,II道
G552,2015-05-16,英德西,2015-5-16 9:56,2015-5-16 9:57,2015-5-16 9:56,2015-5-16 9:58,4道
G818,2015-05-16,英德西,2015-5-16 10:04,2015-5-16 10:04,2015-5-16 10:06,2015-5-16 10:06,II道
G6118,2015-05-16,英德西,2015-5-16 10:12,2015-5-16 10:12,2015-5-16 10:12,2015-5-16 10:12,II道
G832,2015-05-16,英德西,2015-5-16 10:21,2015-5-16 10:22,2015-5-16 10:22,2015-5-16 10:24,4道
G548,2015-05-16,英德西,2015-5-16 10:33,2015-5-16 10:33,2015-5-16 10:33,2015-5-16 10:33,II道
G1304,2015-05-16,英德西,2015-5-16 10:37,2015-5-16 10:37,2015-5-16 10:38,2015-5-16 10:38,II道
G72,2015-05-16,英德西,2015-5-16 10:46,2015-5-16 10:46,2015-5-16 10:45,2015-5-16 10:45,II道
G86,2015-05-16,英德西,2015-5-16 10:53,2015-5-16 10:55,2015-5-16 10:52,2015-5-16 10:54,4道
G1402,2015-05-16,英德西,2015-5-16 11:01,2015-5-16 11:01,2015-5-16 11:03,2015-5-16 11:03,II道
G6022,2015-05-16,英德西,2015-5-16 11:05,2015-5-16 11:05,2015-5-16 11:08,2015-5-16 11:08,II道
G1110,2015-05-16,英德西,2015-5-16 11:13,2015-5-16 11:13,2015-5-16 11:13,2015-5-16 11:13,II道
G636,2015-05-16,英德西,2015-5-16 11:27,2015-5-16 11:27,2015-5-16 11:25,2015-5-16 11:25,II道
G1126,2015-05-16,英德西,2015-5-16 11:31,2015-5-16 11:31,2015-5-16 11:30,2015-5-16 11:30,II道
G96,2015-05-16,英德西,2015-5-16 11:37,2015-5-16 11:39,2015-5-16 11:38,2015-5-16 11:40,4道
G6012,2015-05-16,英德西,2015-5-16 11:47,2015-5-16 11:47,2015-5-16 11:48,2015-5-16 11:48,II道
G1140,2015-05-16,英德西,2015-5-16 11:55,2015-5-16 11:55,2015-5-16 11:56,2015-5-16 11:56,II道
G6002,2015-05-16,英德西,2015-5-16 12:03,2015-5-16 12:03,2015-5-16 12:03,2015-5-16 12:03,II道
G78,2015-05-16,英德西,2015-5-16 12:21,2015-5-16 12:21,2015-5-16 12:21,2015-5-16 12:21,II道
G1114,2015-05-16,英德西,2015-5-16 12:30,2015-5-16 12:30,2015-5-16 12:27,2015-5-16 12:27,II道
G6114,2015-05-16,英德西,2015-5-16 12:35,2015-5-16 12:35,2015-5-16 12:33,2015-5-16 12:33,II道
G6018,2015-05-16,英德西,2015-5-16 12:42,2015-5-16 12:43,2015-5-16 12:41,2015-5-16 12:43,4道
G1302,2015-05-16,英德西,2015-5-16 12:49,2015-5-16 12:49,2015-5-16 12:50,2015-5-16 12:50,II道
G1136,2015-05-16,英德西,2015-5-16 12:57,2015-5-16 12:57,2015-5-16 12:57,2015-5-16 12:57,II道
G1306,2015-05-16,英德西,2015-5-16 13:01,2015-5-16 13:01,2015-5-16 13:03,2015-5-16 13:03,II道
G6026,2015-05-16,英德西,2015-5-16 13:14,2015-5-16 13:14,2015-5-16 13:15,2015-5-16 13:15,II道
G6112,2015-05-16,英德西,2015-5-16 13:23,2015-5-16 13:23,2015-5-16 13:23,2015-5-16 13:23,II道
G1120,2015-05-16,英德西,2015-5-16 13:43,2015-5-16 13:43,2015-5-16 13:44,2015-5-16 13:44,II道
G836,2015-05-16,英德西,2015-5-16 13:48,2015-5-16 13:48,2015-5-16 13:50,2015-5-16 13:50,II道
G1108,2015-05-16,英德西,2015-5-16 13:55,2015-5-16 13:55,2015-5-16 13:56,2015-5-16 13:56,II道
G546,2015-05-16,英德西,2015-5-16 14:01,2015-5-16 14:01,2015-5-16 14:02,2015-5-16 14:02,II道
G1004,2015-05-16,英德西,2015-5-16 14:07,2015-5-16 14:07,2015-5-16 14:08,2015-5-16 14:08,II道
G1404,2015-05-16,英德西,2015-5-16 14:22,2015-5-16 14:22,2015-5-16 14:24,2015-5-16 14:24,II道
G554,2015-05-16,英德西,2015-5-16 14:31,2015-5-16 14:33,2015-5-16 14:32,2015-5-16 14:34,4道
G1406,2015-05-16,英德西,2015-5-16 14:40,2015-5-16 14:40,2015-5-16 14:42,2015-5-16 14:42,II道
G280,2015-05-16,英德西,2015-5-16 14:45,2015-5-16 14:45,2015-5-16 14:47,2015-5-16 14:47,II道
G544,2015-05-16,英德西,2015-5-16 15:04,2015-5-16 15:04,2015-5-16 15:07,2015-5-16 15:07,II道
G840,2015-05-16,英德西,2015-5-16 15:10,2015-5-16 15:10,2015-5-16 15:12,2015-5-16 15:12,II道
G1112,2015-05-16,英德西,2015-5-16 15:25,2015-5-16 15:25,2015-5-16 15:26,2015-5-16 15:26,II道
G826,2015-05-16,英德西,2015-5-16 15:32,2015-5-16 15:33,2015-5-16 15:33,2015-5-16 15:35,4道
G6110,2015-05-16,英德西,2015-5-16 15:42,2015-5-16 15:42,2015-5-16 15:44,2015-5-16 15:44,II道
G1010,2015-05-16,英德西,2015-5-16 15:52,2015-5-16 15:52,2015-5-16 15:52,2015-5-16 15:52,II道
G6020,2015-05-16,英德西,2015-5-16 15:59,2015-5-16 15:59,2015-5-16 15:59,2015-5-16 15:59,II道
G634,2015-05-16,英德西,2015-5-16 16:06,2015-5-16 16:06,2015-5-16 16:06,2015-5-16 16:06,II道
G6102,2015-05-16,英德西,2015-5-16 16:13,2015-5-16 16:13,2015-5-16 16:12,2015-5-16 16:12,II道
G6028,2015-05-16,英德西,2015-5-16 16:17,2015-5-16 16:17,2015-5-16 16:19,2015-5-16 16:19,II道
G1020,2015-05-16,英德西,2015-5-16 16:32,2015-5-16 16:32,2015-5-16 16:33,2015-5-16 16:33,II道
G1106,2015-05-16,英德西,2015-5-16 16:36,2015-5-16 16:36,2015-5-16 16:38,2015-5-16 16:38,II道
G6132,2015-05-16,英德西,2015-5-16 16:47,2015-5-16 16:48,2015-5-16 16:48,2015-5-16 16:50,4道
G532,2015-05-16,英德西,2015-5-16 17:01,2015-5-16 17:01,2015-5-16 17:03,2015-5-16 17:03,II道
G74,2015-05-16,英德西,2015-5-16 17:07,2015-5-16 17:07,2015-5-16 17:08,2015-5-16 17:08,II道
G542,2015-05-16,英德西,2015-5-16 17:14,2015-5-16 17:14,2015-5-16 17:15,2015-5-16 17:15,II道
G6152,2015-05-16,英德西,2015-5-16 17:23,2015-5-16 17:24,2015-5-16 17:23,2015-5-16 17:25,4道
G1138,2015-05-16,英德西,2015-5-16 17:31,2015-5-16 17:31,2015-5-16 17:32,2015-5-16 17:32,II道
G632,2015-05-16,英德西,2015-5-16 17:40,2015-5-16 17:42,2015-5-16 17:41,2015-5-16 17:43,4道
G1128,2015-05-16,英德西,2015-5-16 17:51,2015-5-16 17:51,2015-5-16 17:52,2015-5-16 17:52,II道
G1102,2015-05-16,英德西,2015-5-16 18:03,2015-5-16 18:03,2015-5-16 18:03,2015-5-16 18:03,II道
G1022,2015-05-16,英德西,2015-5-16 18:19,2015-5-16 18:19,2015-5-16 18:20,2015-5-16 18:20,II道
G6016,2015-05-16,英德西,2015-5-16 18:25,2015-5-16 18:25,2015-5-16 18:26,2015-5-16 18:26,II道
G6108,2015-05-16,英德西,2015-5-16 18:35,2015-5-16 18:35,2015-5-16 18:37,2015-5-16 18:37,II道
G822,2015-05-16,英德西,2015-5-16 18:41,2015-5-16 18:41,2015-5-16 18:43,2015-5-16 18:43,II道
G6120,2015-05-16,英德西,2015-5-16 18:48,2015-5-16 18:48,2015-5-16 18:50,2015-5-16 18:50,II道
G6142,2015-05-16,英德西,2015-5-16 19:08,2015-5-16 19:08,2015-5-16 19:10,2015-5-16 19:10,II道
G80,2015-05-16,英德西,2015-5-16 19:32,2015-5-16 19:32,2015-5-16 19:33,2015-5-16 19:33,II道
G6106,2015-05-16,英德西,2015-5-16 19:46,2015-5-16 19:46,2015-5-16 19:46,2015-5-16 19:46,II道
G70,2015-05-16,英德西,2015-5-16 20:19,2015-5-16 20:19,2015-5-16 20:21,2015-5-16 20:21,II道
G1008,2015-05-16,英德西,2015-5-16 20:26,2015-5-16 20:26,2015-5-16 20:27,2015-5-16 20:27,II道
G94,2015-05-16,英德西,2015-5-16 21:15,2015-5-16 21:17,2015-5-16 21:16,2015-5-16 21:18,4道
G1002,2015-05-16,英德西,2015-5-16 21:24,2015-5-16 21:24,2015-5-16 21:26,2015-5-16 21:26,II道
G1104,2015-05-16,英德西,2015-5-16 21:32,2015-5-16 21:32,2015-5-16 21:33,2015-5-16 21:33,II道
G826,2015-05-17,英德西,2015-5-17 7:19,2015-5-17 7:19,2015-5-17 7:20,2015-5-17 7:20,II道
G818,2015-05-17,英德西,2015-5-17 7:25,2015-5-17 7:25,2015-5-17 7:26,2015-5-17 7:26,II道
G1136,2015-05-17,英德西,2015-5-17 7:31,2015-5-17 7:31,2015-5-17 7:33,2015-5-17 7:33,II道
G1406,2015-05-17,英德西,2015-5-17 7:38,2015-5-17 7:38,2015-5-17 7:39,2015-5-17 7:39,II道
G6152,2015-05-17,英德西,2015-5-17 7:49,2015-5-17 7:49,2015-5-17 7:51,2015-5-17 7:51,II道
G836,2015-05-17,英德西,2015-5-17 7:56,2015-5-17 7:56,2015-5-17 7:56,2015-5-17 7:56,II道
G6016,2015-05-17,英德西,2015-5-17 8:03,2015-5-17 8:03,2015-5-17 8:06,2015-5-17 8:06,II道
G1124,2015-05-17,英德西,2015-5-17 8:12,2015-5-17 8:12,2015-5-17 8:13,2015-5-17 8:13,II道
G6014,2015-05-17,英德西,2015-5-17 8:17,2015-5-17 8:17,2015-5-17 8:19,2015-5-17 8:19,II道
G276,2015-05-17,英德西,2015-5-17 8:24,2015-5-17 8:24,2015-5-17 8:26,2015-5-17 8:26,II道
G1016,2015-05-17,英德西,2015-5-17 8:33,2015-5-17 8:33,2015-5-17 8:33,2015-5-17 8:33,II道
G74,2015-05-17,英德西,2015-5-17 8:49,2015-5-17 8:49,2015-5-17 8:51,2015-5-17 8:51,II道
G1110,2015-05-17,英德西,2015-5-17 9:05,2015-5-17 9:05,2015-5-17 9:04,2015-5-17 9:04,II道
G1402,2015-05-17,英德西,2015-5-17 9:08,2015-5-17 9:08,2015-5-17 9:08,2015-5-17 9:08,II道
G1302,2015-05-17,英德西,2015-5-17 9:16,2015-5-17 9:18,2015-5-17 9:17,2015-5-17 9:19,4道
G1018,2015-05-17,英德西,2015-5-17 9:28,2015-5-17 9:28,2015-5-17 9:28,2015-5-17 9:28,II道
G544,2015-05-17,英德西,2015-5-17 9:32,2015-5-17 9:32,2015-5-17 9:34,2015-5-17 9:34,II道
G1132,2015-05-17,英德西,2015-5-17 9:38,2015-5-17 9:38,2015-5-17 9:40,2015-5-17 9:40,II道
G6122,2015-05-17,英德西,2015-5-17 9:48,2015-5-17 9:48,2015-5-17 9:48,2015-5-17 9:48,II道
G6106,2015-05-17,英德西,2015-5-17 9:56,2015-5-17 9:57,2015-5-17 9:56,2015-5-17 9:58,4道
G822,2015-05-17,英德西,2015-5-17 10:05,2015-5-17 10:05,2015-5-17 10:06,2015-5-17 10:06,II道
G1304,2015-05-17,英德西,2015-5-17 10:11,2015-5-17 10:11,2015-5-17 10:12,2015-5-17 10:12,II道
G554,2015-05-17,英德西,2015-5-17 10:21,2015-5-17 10:23,2015-5-17 10:22,2015-5-17 10:24,4道
G6012,2015-05-17,英德西,2015-5-17 10:33,2015-5-17 10:33,2015-5-17 10:33,2015-5-17 10:33,II道
G1012,2015-05-17,英德西,2015-5-17 10:37,2015-5-17 10:37,2015-5-17 10:38,2015-5-17 10:38,II道
G72,2015-05-17,英德西,2015-5-17 10:44,2015-5-17 10:44,2015-5-17 10:45,2015-5-17 10:45,II道
G1112,2015-05-17,英德西,2015-5-17 10:51,2015-5-17 10:53,2015-5-17 10:52,2015-5-17 10:54,4道
G832,2015-05-17,英德西,2015-5-17 11:01,2015-5-17 11:01,2015-5-17 11:03,2015-5-17 11:03,II道
G6022,2015-05-17,英德西,2015-5-17 11:06,2015-5-17 11:06,2015-5-17 11:08,2015-5-17 11:08,II道
G1014,2015-05-17,英德西,2015-5-17 11:11,2015-5-17 11:11,2015-5-17 11:13,2015-5-17 11:13,II道
G636,2015-05-17,英德西,2015-5-17 11:27,2015-5-17 11:27,2015-5-17 11:25,2015-5-17 11:25,II道
G1126,2015-05-17,英德西,2015-5-17 11:31,2015-5-17 11:31,2015-5-17 11:30,2015-5-17 11:30,II道
G96,2015-05-17,英德西,2015-5-17 11:37,2015-5-17 11:39,2015-5-17 11:38,2015-5-17 11:40,4道
G6112,2015-05-17,英德西,2015-5-17 11:47,2015-5-17 11:47,2015-5-17 11:48,2015-5-17 11:48,II道
G6102,2015-05-17,英德西,2015-5-17 11:53,2015-5-17 11:53,2015-5-17 11:56,2015-5-17 11:56,II道
G6002,2015-05-17,英德西,2015-5-17 12:02,2015-5-17 12:02,2015-5-17 12:03,2015-5-17 12:03,II道
G78,2015-05-17,英德西,2015-5-17 12:09,2015-5-17 12:11,2015-5-17 12:12,2015-5-17 12:14,4道
G1138,2015-05-17,英德西,2015-5-17 12:21,2015-5-17 12:21,2015-5-17 12:21,2015-5-17 12:21,II道
G6114,2015-05-17,英德西,2015-5-17 12:29,2015-5-17 12:29,2015-5-17 12:27,2015-5-17 12:27,II道
G638,2015-05-17,英德西,2015-5-17 12:33,2015-5-17 12:33,2015-5-17 12:33,2015-5-17 12:33,II道
G70,2015-05-17,英德西,2015-5-17 12:40,2015-5-17 12:42,2015-5-17 12:41,2015-5-17 12:43,4道
G86,2015-05-17,英德西,2015-5-17 12:49,2015-5-17 12:49,2015-5-17 12:50,2015-5-17 12:50,II道
G6018,2015-05-17,英德西,2015-5-17 13:00,2015-5-17 13:00,2015-5-17 12:57,2015-5-17 12:57,II道
G1306,2015-05-17,英德西,2015-5-17 13:04,2015-5-17 13:04,2015-5-17 13:03,2015-5-17 13:03,II道
G1114,2015-05-17,英德西,2015-5-17 13:16,2015-5-17 13:16,2015-5-17 13:15,2015-5-17 13:15,II道
G532,2015-05-17,英德西,2015-5-17 13:23,2015-5-17 13:23,2015-5-17 13:23,2015-5-17 13:23,II道
G840,2015-05-17,英德西,2015-5-17 13:44,2015-5-17 13:44,2015-5-17 13:44,2015-5-17 13:44,II道
G1118,2015-05-17,英德西,2015-5-17 13:49,2015-5-17 13:49,2015-5-17 13:50,2015-5-17 13:50,II道
G1008,2015-05-17,英德西,2015-5-17 13:55,2015-5-17 13:55,2015-5-17 13:56,2015-5-17 13:56,II道
G1130,2015-05-17,英德西,2015-5-17 14:06,2015-5-17 14:06,2015-5-17 14:02,2015-5-17 14:02,II道
G1108,2015-05-17,英德西,2015-5-17 14:12,2015-5-17 14:12,2015-5-17 14:08,2015-5-17 14:08,II道
G1404,2015-05-17,英德西,2015-5-17 14:25,2015-5-17 14:25,2015-5-17 14:24,2015-5-17 14:24,II道
G1022,2015-05-17,英德西,2015-5-17 14:33,2015-5-17 14:34,2015-5-17 14:32,2015-5-17 14:34,4道
G552,2015-05-17,英德西,2015-5-17 14:40,2015-5-17 14:40,2015-5-17 14:42,2015-5-17 14:42,II道
G280,2015-05-17,英德西,2015-5-17 14:45,2015-5-17 14:45,2015-5-17 14:47,2015-5-17 14:47,II道
G6108,2015-05-17,英德西,2015-5-17 14:52,2015-5-17 14:52,2015-5-17 14:53,2015-5-17 14:53,II道
G1116,2015-05-17,英德西,2015-5-17 15:06,2015-5-17 15:06,2015-5-17 15:07,2015-5-17 15:07,II道
G6020,2015-05-17,英德西,2015-5-17 15:11,2015-5-17 15:11,2015-5-17 15:12,2015-5-17 15:12,II道
G6132,2015-05-17,英德西,2015-5-17 15:26,2015-5-17 15:26,2015-5-17 15:26,2015-5-17 15:26,II道
G1134,2015-05-17,英德西,2015-5-17 15:33,2015-5-17 15:34,2015-5-17 15:33,2015-5-17 15:35,4道
G6110,2015-05-17,英德西,2015-5-17 15:43,2015-5-17 15:43,2015-5-17 15:44,2015-5-17 15:44,II道
G1020,2015-05-17,英德西,2015-5-17 15:53,2015-5-17 15:53,2015-5-17 15:52,2015-5-17 15:52,II道
G1102,2015-05-17,英德西,2015-5-17 15:58,2015-5-17 15:58,2015-5-17 15:59,2015-5-17 15:59,II道
G76,2015-05-17,英德西,2015-5-17 16:05,2015-5-17 16:05,2015-5-17 16:06,2015-5-17 16:06,II道
G634,2015-05-17,英德西,2015-5-17 16:13,2015-5-17 16:13,2015-5-17 16:12,2015-5-17 16:12,II道
G6028,2015-05-17,英德西,2015-5-17 16:18,2015-5-17 16:18,2015-5-17 16:19,2015-5-17 16:19,II道
G6116,2015-05-17,英德西,2015-5-17 16:33,2015-5-17 16:33,2015-5-17 16:33,2015-5-17 16:33,II道
G1106,2015-05-17,英德西,2015-5-17 16:37,2015-5-17 16:37,2015-5-17 16:38,2015-5-17 16:38,II道
G80,2015-05-17,英德西,2015-5-17 16:48,2015-5-17 16:50,2015-5-17 16:48,2015-5-17 16:50,4道
G546,2015-05-17,英德西,2015-5-17 17:01,2015-5-17 17:01,2015-5-17 17:03,2015-5-17 17:03,II道
G6118,2015-05-17,英德西,2015-5-17 17:07,2015-5-17 17:07,2015-5-17 17:08,2015-5-17 17:08,II道
G66,2015-05-17,英德西,2015-5-17 17:15,2015-5-17 17:15,2015-5-17 17:15,2015-5-17 17:15,II道
G1140,2015-05-17,英德西,2015-5-17 17:23,2015-5-17 17:24,2015-5-17 17:23,2015-5-17 17:25,4道
G6024,2015-05-17,英德西,2015-5-17 17:32,2015-5-17 17:32,2015-5-17 17:32,2015-5-17 17:32,II道
G1032,2015-05-17,英德西,2015-5-17 17:39,2015-5-17 17:41,2015-5-17 17:41,2015-5-17 17:43,4道
G1128,2015-05-17,英德西,2015-5-17 17:51,2015-5-17 17:51,2015-5-17 17:52,2015-5-17 17:52,II道
G1010,2015-05-17,英德西,2015-5-17 18:02,2015-5-17 18:02,2015-5-17 18:03,2015-5-17 18:03,II道
G6142,2015-05-17,英德西,2015-5-17 18:19,2015-5-17 18:19,2015-5-17 18:20,2015-5-17 18:20,II道
G6026,2015-05-17,英德西,2015-5-17 18:28,2015-5-17 18:28,2015-5-17 18:26,2015-5-17 18:26,II道
G1120,2015-05-17,英德西,2015-5-17 18:36,2015-5-17 18:36,2015-5-17 18:37,2015-5-17 18:37,II道
G6104,2015-05-17,英德西,2015-5-17 18:42,2015-5-17 18:42,2015-5-17 18:43,2015-5-17 18:43,II道
G6120,2015-05-17,英德西,2015-5-17 18:47,2015-5-17 18:47,2015-5-17 18:50,2015-5-17 18:50,II道
G1004,2015-05-17,英德西,2015-5-17 19:09,2015-5-17 19:09,2015-5-17 19:10,2015-5-17 19:10,II道
G1002,2015-05-17,英德西,2015-5-17 19:35,2015-5-17 19:35,2015-5-17 19:33,2015-5-17 19:33,II道
G1006,2015-05-17,英德西,2015-5-17 19:48,2015-5-17 19:48,2015-5-17 19:46,2015-5-17 19:46,II道
G548,2015-05-17,英德西,2015-5-17 19:52,2015-5-17 19:52,2015-5-17 19:53,2015-5-17 19:53,II道
G632,2015-05-17,英德西,2015-5-17 20:20,2015-5-17 20:20,2015-5-17 20:21,2015-5-17 20:21,II道
G68,2015-05-17,英德西,2015-5-17 20:26,2015-5-17 20:26,2015-5-17 20:27,2015-5-17 20:27,II道
G94,2015-05-17,英德西,2015-5-17 21:15,2015-5-17 21:17,2015-5-17 21:16,2015-5-17 21:18,4道
G542,2015-05-17,英德西,2015-5-17 21:26,2015-5-17 21:26,2015-5-17 21:26,2015-5-17 21:26,II道
G1104,2015-05-17,英德西,2015-5-17 21:32,2015-5-17 21:32,2015-5-17 21:33,2015-5-17 21:33,II道
G6104,2015-05-18,英德西,2015-5-18 7:19,2015-5-18 7:19,2015-5-18 7:20,2015-5-18 7:20,II道
G66,2015-05-18,英德西,2015-5-18 7:24,2015-5-18 7:24,2015-5-18 7:26,2015-5-18 7:26,II道
G1136,2015-05-18,英德西,2015-5-18 7:32,2015-5-18 7:32,2015-5-18 7:33,2015-5-18 7:33,II道
G1406,2015-05-18,英德西,2015-5-18 7:38,2015-5-18 7:38,2015-5-18 7:39,2015-5-18 7:39,II道
G6152,2015-05-18,英德西,2015-5-18 7:49,2015-5-18 7:49,2015-5-18 7:51,2015-5-18 7:51,II道
G1104,2015-05-18,英德西,2015-5-18 7:56,2015-5-18 7:56,2015-5-18 7:56,2015-5-18 7:56,II道
G1118,2015-05-18,英德西,2015-5-18 8:04,2015-5-18 8:04,2015-5-18 8:06,2015-5-18 8:06,II道
G1014,2015-05-18,英德西,2015-5-18 8:12,2015-5-18 8:12,2015-5-18 8:13,2015-5-18 8:13,II道
G6014,2015-05-18,英德西,2015-5-18 8:18,2015-5-18 8:18,2015-5-18 8:19,2015-5-18 8:19,II道
G548,2015-05-18,英德西,2015-5-18 8:24,2015-5-18 8:24,2015-5-18 8:26,2015-5-18 8:26,II道
G1306,2015-05-18,英德西,2015-5-18 8:32,2015-5-18 8:32,2015-5-18 8:33,2015-5-18 8:33,II道
G6116,2015-05-18,英德西,2015-5-18 8:50,2015-5-18 8:50,2015-5-18 8:51,2015-5-18 8:51,II道
G818,2015-05-18,英德西,2015-5-18 9:05,2015-5-18 9:05,2015-5-18 9:04,2015-5-18 9:04,II道
G1032,2015-05-18,英德西,2015-5-18 9:08,2015-5-18 9:08,2015-5-18 9:08,2015-5-18 9:08,II道
G276,2015-05-18,英德西,2015-5-18 9:18,2015-5-18 9:20,2015-5-18 9:17,2015-5-18 9:19,4道
G1016,2015-05-18,英德西,2015-5-18 9:29,2015-5-18 9:29,2015-5-18 9:28,2015-5-18 9:28,II道
G68,2015-05-18,英德西,2015-5-18 9:33,2015-5-18 9:33,2015-5-18 9:34,2015-5-18 9:34,II道
G1132,2015-05-18,英德西,2015-5-18 9:39,2015-5-18 9:39,2015-5-18 9:40,2015-5-18 9:40,II道
G6122,2015-05-18,英德西,2015-5-18 9:46,2015-5-18 9:46,2015-5-18 9:48,2015-5-18 9:48,II道
G552,2015-05-18,英德西,2015-5-18 9:55,2015-5-18 9:57,2015-5-18 9:56,2015-5-18 9:58,4道
G532,2015-05-18,英德西,2015-5-18 10:05,2015-5-18 10:05,2015-5-18 10:06,2015-5-18 10:06,II道
G6118,2015-05-18,英德西,2015-5-18 10:12,2015-5-18 10:12,2015-5-18 10:12,2015-5-18 10:12,II道
G832,2015-05-18,英德西,2015-5-18 10:21,2015-5-18 10:23,2015-5-18 10:22,2015-5-18 10:24,4道
G6012,2015-05-18,英德西,2015-5-18 10:33,2015-5-18 10:33,2015-5-18 10:33,2015-5-18 10:33,II道
G1304,2015-05-18,英德西,2015-5-18 10:37,2015-5-18 10:37,2015-5-18 10:38,2015-5-18 10:38,II道
G72,2015-05-18,英德西,2015-5-18 10:45,2015-5-18 10:45,2015-5-18 10:45,2015-5-18 10:45,II道
G1110,2015-05-18,英德西,2015-5-18 10:52,2015-5-18 10:53,2015-5-18 10:52,2015-5-18 10:54,4道
G1402,2015-05-18,英德西,2015-5-18 11:00,2015-5-18 11:00,2015-5-18 11:03,2015-5-18 11:03,II道
G1404,2015-05-18,英德西,2015-5-18 11:06,2015-5-18 11:06,2015-5-18 11:08,2015-5-18 11:08,II道
G546,2015-05-18,英德西,2015-5-18 11:11,2015-5-18 11:11,2015-5-18 11:13,2015-5-18 11:13,II道
G636,2015-05-18,英德西,2015-5-18 11:27,2015-5-18 11:27,2015-5-18 11:25,2015-5-18 11:25,II道
G1126,2015-05-18,英德西,2015-5-18 11:30,2015-5-18 11:30,2015-5-18 11:30,2015-5-18 11:30,II道
G96,2015-05-18,英德西,2015-5-18 11:37,2015-5-18 11:39,2015-5-18 11:38,2015-5-18 11:40,4道
