车次,日期.y,车站.y,实际到达.y,实际出发.y,图定到达.y,图定出发.y,轨道.y
G1402,2015-05-13,英德西,2015-5-13 11:02,2015-5-13 11:02,2015-5-13 11:03,2015-5-13 11:03,II道
G1404,2015-05-13,英德西,2015-5-13 11:06,2015-5-13 11:06,2015-5-13 11:08,2015-5-13 11:08,II道
G546,2015-05-13,英德西,2015-5-13 11:12,2015-5-13 11:12,2015-5-13 11:13,2015-5-13 11:13,II道
G636,2015-05-13,英德西,2015-5-13 11:26,2015-5-13 11:26,2015-5-13 11:25,2015-5-13 11:25,II道
G1126,2015-05-13,英德西,2015-5-13 11:31,2015-5-13 11:31,2015-5-13 11:30,2015-5-13 11:30,II道
G96,2015-05-13,英德西,2015-5-13 11:37,2015-5-13 11:39,2015-5-13 11:38,2015-5-13 11:40,4道
G76,2015-05-13,英德西,2015-5-13 11:47,2015-5-13 11:47,2015-5-13 11:48,2015-5-13 11:48,II道
G6026,2015-05-13,英德西,2015-5-13 11:55,2015-5-13 11:55,2015-5-13 11:56,2015-5-13 11:56,II道
G1130,2015-05-13,英德西,2015-5-13 12:02,2015-5-13 12:02,2015-5-13 12:03,2015-5-13 12:03,II道
G78,2015-05-13,英德西,2015-5-13 12:21,2015-5-13 12:21,2015-5-13 12:21,2015-5-13 12:21,II道
G1114,2015-05-13,英德西,2015-5-13 12:28,2015-5-13 12:28,2015-5-13 12:27,2015-5-13 12:27,II道
G638,2015-05-13,英德西,2015-5-13 12:32,2015-5-13 12:32,2015-5-13 12:33,2015-5-13 12:33,II道
G6018,2015-05-13,英德西,2015-5-13 12:40,2015-5-13 12:42,2015-5-13 12:41,2015-5-13 12:43,4道
G86,2015-05-13,英德西,2015-5-13 12:49,2015-5-13 12:49,2015-5-13 12:50,2015-5-13 12:50,II道
G1138,2015-05-13,英德西,2015-5-13 12:58,2015-5-13 12:58,2015-5-13 12:57,2015-5-13 12:57,II道
G6002,2015-05-13,英德西,2015-5-13 13:02,2015-5-13 13:02,2015-5-13 13:03,2015-5-13 13:03,II道
G6114,2015-05-13,英德西,2015-5-13 13:14,2015-5-13 13:14,2015-5-13 13:15,2015-5-13 13:15,II道
G1006,2015-05-13,英德西,2015-5-13 13:23,2015-5-13 13:23,2015-5-13 13:23,2015-5-13 13:23,II道
G6024,2015-05-13,英德西,2015-5-13 13:43,2015-5-13 13:43,2015-5-13 13:44,2015-5-13 13:44,II道
G836,2015-05-13,英德西,2015-5-13 13:50,2015-5-13 13:50,2015-5-13 13:50,2015-5-13 13:50,II道
G1108,2015-05-13,英德西,2015-5-13 13:56,2015-5-13 13:56,2015-5-13 13:56,2015-5-13 13:56,II道
G1128,2015-05-13,英德西,2015-5-13 14:01,2015-5-13 14:01,2015-5-13 14:02,2015-5-13 14:02,II道
G1004,2015-05-13,英德西,2015-5-13 14:06,2015-5-13 14:06,2015-5-13 14:08,2015-5-13 14:08,II道
G1018,2015-05-13,英德西,2015-5-13 14:22,2015-5-13 14:22,2015-5-13 14:24,2015-5-13 14:24,II道
G554,2015-05-13,英德西,2015-5-13 14:30,2015-5-13 14:32,2015-5-13 14:32,2015-5-13 14:34,4道
G1022,2015-05-13,英德西,2015-5-13 14:40,2015-5-13 14:40,2015-5-13 14:42,2015-5-13 14:42,II道
G280,2015-05-13,英德西,2015-5-13 14:45,2015-5-13 14:45,2015-5-13 14:47,2015-5-13 14:47,II道
G1302,2015-05-13,英德西,2015-5-13 15:05,2015-5-13 15:05,2015-5-13 15:07,2015-5-13 15:07,II道
G840,2015-05-13,英德西,2015-5-13 15:10,2015-5-13 15:10,2015-5-13 15:12,2015-5-13 15:12,II道
G1112,2015-05-13,英德西,2015-5-13 15:25,2015-5-13 15:25,2015-5-13 15:26,2015-5-13 15:26,II道
G826,2015-05-13,英德西,2015-5-13 15:33,2015-5-13 15:34,2015-5-13 15:33,2015-5-13 15:35,4道
G6110,2015-05-13,英德西,2015-5-13 15:43,2015-5-13 15:43,2015-5-13 15:44,2015-5-13 15:44,II道
G1010,2015-05-13,英德西,2015-5-13 15:50,2015-5-13 15:50,2015-5-13 15:52,2015-5-13 15:52,II道
G6020,2015-05-13,英德西,2015-5-13 15:58,2015-5-13 15:58,2015-5-13 15:59,2015-5-13 15:59,II道
G1134,2015-05-13,英德西,2015-5-13 16:05,2015-5-13 16:05,2015-5-13 16:06,2015-5-13 16:06,II道
G6102,2015-05-13,英德西,2015-5-13 16:12,2015-5-13 16:12,2015-5-13 16:12,2015-5-13 16:12,II道
G6028,2015-05-13,英德西,2015-5-13 16:18,2015-5-13 16:18,2015-5-13 16:19,2015-5-13 16:19,II道
G634,2015-05-13,英德西,2015-5-13 16:33,2015-5-13 16:33,2015-5-13 16:33,2015-5-13 16:33,II道
G1106,2015-05-13,英德西,2015-5-13 16:37,2015-5-13 16:37,2015-5-13 16:38,2015-5-13 16:38,II道
G6132,2015-05-13,英德西,2015-5-13 16:46,2015-5-13 16:49,2015-5-13 16:48,2015-5-13 16:50,4道
G544,2015-05-13,英德西,2015-5-13 17:07,2015-5-13 17:07,2015-5-13 17:03,2015-5-13 17:03,II道
G74,2015-05-13,英德西,2015-5-13 17:11,2015-5-13 17:11,2015-5-13 17:08,2015-5-13 17:08,II道
G1020,2015-05-13,英德西,2015-5-13 17:21,2015-5-13 17:23,2015-5-13 17:23,2015-5-13 17:25,4道
G1012,2015-05-13,英德西,2015-5-13 17:31,2015-5-13 17:31,2015-5-13 17:32,2015-5-13 17:32,II道
G632,2015-05-13,英德西,2015-5-13 17:38,2015-5-13 17:41,2015-5-13 17:41,2015-5-13 17:43,4道
G1120,2015-05-13,英德西,2015-5-13 17:52,2015-5-13 17:52,2015-5-13 17:52,2015-5-13 17:52,II道
G1102,2015-05-13,英德西,2015-5-13 18:01,2015-5-13 18:01,2015-5-13 18:03,2015-5-13 18:03,II道
G1140,2015-05-13,英德西,2015-5-13 18:18,2015-5-13 18:18,2015-5-13 18:20,2015-5-13 18:20,II道
G6016,2015-05-13,英德西,2015-5-13 18:24,2015-5-13 18:24,2015-5-13 18:26,2015-5-13 18:26,II道
G6108,2015-05-13,英德西,2015-5-13 18:35,2015-5-13 18:35,2015-5-13 18:37,2015-5-13 18:37,II道
G822,2015-05-13,英德西,2015-5-13 18:40,2015-5-13 18:40,2015-5-13 18:43,2015-5-13 18:43,II道
G6120,2015-05-13,英德西,2015-5-13 18:49,2015-5-13 18:49,2015-5-13 18:50,2015-5-13 18:50,II道
G6142,2015-05-13,英德西,2015-5-13 19:08,2015-5-13 19:08,2015-5-13 19:10,2015-5-13 19:10,II道
G80,2015-05-13,英德西,2015-5-13 19:34,2015-5-13 19:34,2015-5-13 19:33,2015-5-13 19:33,II道
G542,2015-05-13,英德西,2015-5-13 19:47,2015-5-13 19:47,2015-5-13 19:46,2015-5-13 19:46,II道
G6022,2015-05-13,英德西,2015-5-13 19:52,2015-5-13 19:52,2015-5-13 19:53,2015-5-13 19:53,II道
G6106,2015-05-13,英德西,2015-5-13 20:20,2015-5-13 20:20,2015-5-13 20:21,2015-5-13 20:21,II道
G70,2015-05-13,英德西,2015-5-13 20:26,2015-5-13 20:26,2015-5-13 20:27,2015-5-13 20:27,II道
G1008,2015-05-13,英德西,2015-5-13 21:15,2015-5-13 21:17,2015-5-13 21:16,2015-5-13 21:18,4道
G1002,2015-05-13,英德西,2015-5-13 21:25,2015-5-13 21:25,2015-5-13 21:26,2015-5-13 21:26,II道
G94,2015-05-13,英德西,2015-5-13 21:31,2015-5-13 21:31,2015-5-13 21:33,2015-5-13 21:33,II道
G6104,2015-05-14,英德西,2015-5-14 7:19,2015-5-14 7:19,2015-5-14 7:20,2015-5-14 7:20,II道
G66,2015-05-14,英德西,2015-5-14 7:25,2015-5-14 7:25,2015-5-14 7:26,2015-5-14 7:26,II道
G1136,2015-05-14,英德西,2015-5-14 7:31,2015-5-14 7:31,2015-5-14 7:33,2015-5-14 7:33,II道
G1406,2015-05-14,英德西,2015-5-14 7:37,2015-5-14 7:37,2015-5-14 7:39,2015-5-14 7:39,II道
G6152,2015-05-14,英德西,2015-5-14 7:50,2015-5-14 7:50,2015-5-14 7:51,2015-5-14 7:51,II道
G1104,2015-05-14,英德西,2015-5-14 7:55,2015-5-14 7:55,2015-5-14 7:56,2015-5-14 7:56,II道
G1118,2015-05-14,英德西,2015-5-14 8:03,2015-5-14 8:03,2015-5-14 8:06,2015-5-14 8:06,II道
G1014,2015-05-14,英德西,2015-5-14 8:12,2015-5-14 8:12,2015-5-14 8:13,2015-5-14 8:13,II道
G6014,2015-05-14,英德西,2015-5-14 8:17,2015-5-14 8:17,2015-5-14 8:19,2015-5-14 8:19,II道
G548,2015-05-14,英德西,2015-5-14 8:25,2015-5-14 8:25,2015-5-14 8:26,2015-5-14 8:26,II道
G1306,2015-05-14,英德西,2015-5-14 8:32,2015-5-14 8:32,2015-5-14 8:33,2015-5-14 8:33,II道
G6116,2015-05-14,英德西,2015-5-14 8:49,2015-5-14 8:49,2015-5-14 8:51,2015-5-14 8:51,II道
G818,2015-05-14,英德西,2015-5-14 9:04,2015-5-14 9:04,2015-5-14 9:04,2015-5-14 9:04,II道
G1032,2015-05-14,英德西,2015-5-14 9:07,2015-5-14 9:07,2015-5-14 9:08,2015-5-14 9:08,II道
G276,2015-05-14,英德西,2015-5-14 9:15,2015-5-14 9:17,2015-5-14 9:17,2015-5-14 9:19,4道
G1016,2015-05-14,英德西,2015-5-14 9:28,2015-5-14 9:28,2015-5-14 9:28,2015-5-14 9:28,II道
G68,2015-05-14,英德西,2015-5-14 9:32,2015-5-14 9:32,2015-5-14 9:34,2015-5-14 9:34,II道
G1132,2015-05-14,英德西,2015-5-14 9:38,2015-5-14 9:38,2015-5-14 9:40,2015-5-14 9:40,II道
G6122,2015-05-14,英德西,2015-5-14 9:46,2015-5-14 9:46,2015-5-14 9:48,2015-5-14 9:48,II道
G552,2015-05-14,英德西,2015-5-14 9:55,2015-5-14 9:57,2015-5-14 9:56,2015-5-14 9:58,4道
G532,2015-05-14,英德西,2015-5-14 10:04,2015-5-14 10:04,2015-5-14 10:06,2015-5-14 10:06,II道
G6118,2015-05-14,英德西,2015-5-14 10:10,2015-5-14 10:10,2015-5-14 10:12,2015-5-14 10:12,II道
G832,2015-05-14,英德西,2015-5-14 10:20,2015-5-14 10:22,2015-5-14 10:22,2015-5-14 10:24,4道
G6012,2015-05-14,英德西,2015-5-14 10:32,2015-5-14 10:32,2015-5-14 10:33,2015-5-14 10:33,II道
G1304,2015-05-14,英德西,2015-5-14 10:37,2015-5-14 10:37,2015-5-14 10:38,2015-5-14 10:38,II道
G72,2015-05-14,英德西,2015-5-14 10:45,2015-5-14 10:45,2015-5-14 10:45,2015-5-14 10:45,II道
G1110,2015-05-14,英德西,2015-5-14 10:53,2015-5-14 10:54,2015-5-14 10:52,2015-5-14 10:54,4道
G1402,2015-05-14,英德西,2015-5-14 10:59,2015-5-14 10:59,2015-5-14 11:03,2015-5-14 11:03,II道
G1404,2015-05-14,英德西,2015-5-14 11:07,2015-5-14 11:07,2015-5-14 11:08,2015-5-14 11:08,II道
G546,2015-05-14,英德西,2015-5-14 11:11,2015-5-14 11:11,2015-5-14 11:13,2015-5-14 11:13,II道
G636,2015-05-14,英德西,2015-5-14 11:26,2015-5-14 11:26,2015-5-14 11:25,2015-5-14 11:25,II道
G1126,2015-05-14,英德西,2015-5-14 11:30,2015-5-14 11:30,2015-5-14 11:30,2015-5-14 11:30,II道
G96,2015-05-14,英德西,2015-5-14 11:36,2015-5-14 11:38,2015-5-14 11:38,2015-5-14 11:40,4道
G76,2015-05-14,英德西,2015-5-14 11:46,2015-5-14 11:46,2015-5-14 11:48,2015-5-14 11:48,II道
G6026,2015-05-14,英德西,2015-5-14 11:55,2015-5-14 11:55,2015-5-14 11:56,2015-5-14 11:56,II道
G1130,2015-05-14,英德西,2015-5-14 12:02,2015-5-14 12:02,2015-5-14 12:03,2015-5-14 12:03,II道
G78,2015-05-14,英德西,2015-5-14 12:20,2015-5-14 12:20,2015-5-14 12:21,2015-5-14 12:21,II道
G1114,2015-05-14,英德西,2015-5-14 12:28,2015-5-14 12:28,2015-5-14 12:27,2015-5-14 12:27,II道
G638,2015-05-14,英德西,2015-5-14 12:31,2015-5-14 12:31,2015-5-14 12:33,2015-5-14 12:33,II道
G6018,2015-05-14,英德西,2015-5-14 12:41,2015-5-14 12:43,2015-5-14 12:41,2015-5-14 12:43,4道
G86,2015-05-14,英德西,2015-5-14 12:50,2015-5-14 12:50,2015-5-14 12:50,2015-5-14 12:50,II道
G1138,2015-05-14,英德西,2015-5-14 12:58,2015-5-14 12:58,2015-5-14 12:57,2015-5-14 12:57,II道
G6002,2015-05-14,英德西,2015-5-14 13:02,2015-5-14 13:02,2015-5-14 13:03,2015-5-14 13:03,II道
G6114,2015-05-14,英德西,2015-5-14 13:14,2015-5-14 13:14,2015-5-14 13:15,2015-5-14 13:15,II道
G1006,2015-05-14,英德西,2015-5-14 13:22,2015-5-14 13:22,2015-5-14 13:23,2015-5-14 13:23,II道
G6024,2015-05-14,英德西,2015-5-14 13:43,2015-5-14 13:43,2015-5-14 13:44,2015-5-14 13:44,II道
G836,2015-05-14,英德西,2015-5-14 13:47,2015-5-14 13:47,2015-5-14 13:50,2015-5-14 13:50,II道
G1108,2015-05-14,英德西,2015-5-14 13:54,2015-5-14 13:54,2015-5-14 13:56,2015-5-14 13:56,II道
G1128,2015-05-14,英德西,2015-5-14 14:00,2015-5-14 14:00,2015-5-14 14:02,2015-5-14 14:02,II道
G1004,2015-05-14,英德西,2015-5-14 14:07,2015-5-14 14:07,2015-5-14 14:08,2015-5-14 14:08,II道
G1018,2015-05-14,英德西,2015-5-14 14:23,2015-5-14 14:23,2015-5-14 14:24,2015-5-14 14:24,II道
G554,2015-05-14,英德西,2015-5-14 14:31,2015-5-14 14:33,2015-5-14 14:32,2015-5-14 14:34,4道
G1022,2015-05-14,英德西,2015-5-14 14:41,2015-5-14 14:41,2015-5-14 14:42,2015-5-14 14:42,II道
G280,2015-05-14,英德西,2015-5-14 14:47,2015-5-14 14:47,2015-5-14 14:47,2015-5-14 14:47,II道
G1302,2015-05-14,英德西,2015-5-14 15:06,2015-5-14 15:06,2015-5-14 15:07,2015-5-14 15:07,II道
G840,2015-05-14,英德西,2015-5-14 15:11,2015-5-14 15:11,2015-5-14 15:12,2015-5-14 15:12,II道
G1112,2015-05-14,英德西,2015-5-14 15:26,2015-5-14 15:26,2015-5-14 15:26,2015-5-14 15:26,II道
G826,2015-05-14,英德西,2015-5-14 15:33,2015-5-14 15:34,2015-5-14 15:33,2015-5-14 15:35,4道
G6110,2015-05-14,英德西,2015-5-14 15:43,2015-5-14 15:43,2015-5-14 15:44,2015-5-14 15:44,II道
G1010,2015-05-14,英德西,2015-5-14 15:50,2015-5-14 15:50,2015-5-14 15:52,2015-5-14 15:52,II道
G6020,2015-05-14,英德西,2015-5-14 15:58,2015-5-14 15:58,2015-5-14 15:59,2015-5-14 15:59,II道
G1134,2015-05-14,英德西,2015-5-14 16:06,2015-5-14 16:06,2015-5-14 16:06,2015-5-14 16:06,II道
G6102,2015-05-14,英德西,2015-5-14 16:14,2015-5-14 16:14,2015-5-14 16:12,2015-5-14 16:12,II道
G6028,2015-05-14,英德西,2015-5-14 16:23,2015-5-14 16:23,2015-5-14 16:19,2015-5-14 16:19,II道
G634,2015-05-14,英德西,2015-5-14 16:34,2015-5-14 16:34,2015-5-14 16:33,2015-5-14 16:33,II道
G1106,2015-05-14,英德西,2015-5-14 16:38,2015-5-14 16:38,2015-5-14 16:38,2015-5-14 16:38,II道
G6132,2015-05-14,英德西,2015-5-14 16:44,2015-5-14 16:46,2015-5-14 16:48,2015-5-14 16:50,4道
G544,2015-05-14,英德西,2015-5-14 17:01,2015-5-14 17:01,2015-5-14 17:03,2015-5-14 17:03,II道
G74,2015-05-14,英德西,2015-5-14 17:07,2015-5-14 17:07,2015-5-14 17:08,2015-5-14 17:08,II道
G1020,2015-05-14,英德西,2015-5-14 17:22,2015-5-14 17:24,2015-5-14 17:23,2015-5-14 17:25,4道
G1012,2015-05-14,英德西,2015-5-14 17:32,2015-5-14 17:32,2015-5-14 17:32,2015-5-14 17:32,II道
G632,2015-05-14,英德西,2015-5-14 17:42,2015-5-14 17:44,2015-5-14 17:41,2015-5-14 17:43,4道
G1120,2015-05-14,英德西,2015-5-14 17:54,2015-5-14 17:54,2015-5-14 17:52,2015-5-14 17:52,II道
G1102,2015-05-14,英德西,2015-5-14 18:02,2015-5-14 18:02,2015-5-14 18:03,2015-5-14 18:03,II道
G1140,2015-05-14,英德西,2015-5-14 18:19,2015-5-14 18:19,2015-5-14 18:20,2015-5-14 18:20,II道
G6016,2015-05-14,英德西,2015-5-14 18:25,2015-5-14 18:25,2015-5-14 18:26,2015-5-14 18:26,II道
G6108,2015-05-14,英德西,2015-5-14 18:35,2015-5-14 18:35,2015-5-14 18:37,2015-5-14 18:37,II道
G822,2015-05-14,英德西,2015-5-14 18:41,2015-5-14 18:41,2015-5-14 18:43,2015-5-14 18:43,II道
G6120,2015-05-14,英德西,2015-5-14 18:48,2015-5-14 18:48,2015-5-14 18:50,2015-5-14 18:50,II道
G6142,2015-05-14,英德西,2015-5-14 19:09,2015-5-14 19:09,2015-5-14 19:10,2015-5-14 19:10,II道
G80,2015-05-14,英德西,2015-5-14 19:33,2015-5-14 19:33,2015-5-14 19:33,2015-5-14 19:33,II道
G542,2015-05-14,英德西,2015-5-14 19:45,2015-5-14 19:45,2015-5-14 19:46,2015-5-14 19:46,II道
G6022,2015-05-14,英德西,2015-5-14 19:52,2015-5-14 19:52,2015-5-14 19:53,2015-5-14 19:53,II道
G6106,2015-05-14,英德西,2015-5-14 20:19,2015-5-14 20:19,2015-5-14 20:21,2015-5-14 20:21,II道
G70,2015-05-14,英德西,2015-5-14 20:26,2015-5-14 20:26,2015-5-14 20:27,2015-5-14 20:27,II道
G1008,2015-05-14,英德西,2015-5-14 21:14,2015-5-14 21:16,2015-5-14 21:16,2015-5-14 21:18,4道
G1002,2015-05-14,英德西,2015-5-14 21:25,2015-5-14 21:25,2015-5-14 21:26,2015-5-14 21:26,II道
G94,2015-05-14,英德西,2015-5-14 21:32,2015-5-14 21:32,2015-5-14 21:33,2015-5-14 21:33,II道
G826,2015-05-15,英德西,2015-5-15 7:20,2015-5-15 7:20,2015-5-15 7:20,2015-5-15 7:20,II道
G818,2015-05-15,英德西,2015-5-15 7:25,2015-5-15 7:25,2015-5-15 7:26,2015-5-15 7:26,II道
G1136,2015-05-15,英德西,2015-5-15 7:30,2015-5-15 7:30,2015-5-15 7:33,2015-5-15 7:33,II道
G6024,2015-05-15,英德西,2015-5-15 7:39,2015-5-15 7:39,2015-5-15 7:39,2015-5-15 7:39,II道
G6152,2015-05-15,英德西,2015-5-15 7:49,2015-5-15 7:49,2015-5-15 7:51,2015-5-15 7:51,II道
G836,2015-05-15,英德西,2015-5-15 7:57,2015-5-15 7:57,2015-5-15 7:56,2015-5-15 7:56,II道
G6016,2015-05-15,英德西,2015-5-15 8:04,2015-5-15 8:04,2015-5-15 8:06,2015-5-15 8:06,II道
G546,2015-05-15,英德西,2015-5-15 8:12,2015-5-15 8:12,2015-5-15 8:13,2015-5-15 8:13,II道
G6014,2015-05-15,英德西,2015-5-15 8:18,2015-5-15 8:18,2015-5-15 8:19,2015-5-15 8:19,II道
G276,2015-05-15,英德西,2015-5-15 8:24,2015-5-15 8:24,2015-5-15 8:26,2015-5-15 8:26,II道
G1018,2015-05-15,英德西,2015-5-15 8:33,2015-5-15 8:33,2015-5-15 8:33,2015-5-15 8:33,II道
G74,2015-05-15,英德西,2015-5-15 8:50,2015-5-15 8:50,2015-5-15 8:51,2015-5-15 8:51,II道
G1110,2015-05-15,英德西,2015-5-15 9:05,2015-5-15 9:05,2015-5-15 9:04,2015-5-15 9:04,II道
G1402,2015-05-15,英德西,2015-5-15 9:09,2015-5-15 9:09,2015-5-15 9:08,2015-5-15 9:08,II道
G1302,2015-05-15,英德西,2015-5-15 9:15,2015-5-15 9:17,2015-5-15 9:17,2015-5-15 9:19,4道
G1404,2015-05-15,英德西,2015-5-15 9:28,2015-5-15 9:28,2015-5-15 9:28,2015-5-15 9:28,II道
G544,2015-05-15,英德西,2015-5-15 9:32,2015-5-15 9:32,2015-5-15 9:34,2015-5-15 9:34,II道
G1132,2015-05-15,英德西,2015-5-15 9:38,2015-5-15 9:38,2015-5-15 9:40,2015-5-15 9:40,II道
G6122,2015-05-15,英德西,2015-5-15 9:46,2015-5-15 9:46,2015-5-15 9:48,2015-5-15 9:48,II道
G6106,2015-05-15,英德西,2015-5-15 9:58,2015-5-15 9:59,2015-5-15 9:56,2015-5-15 9:58,4道
G822,2015-05-15,英德西,2015-5-15 10:05,2015-5-15 10:05,2015-5-15 10:06,2015-5-15 10:06,II道
G1304,2015-05-15,英德西,2015-5-15 10:11,2015-5-15 10:11,2015-5-15 10:12,2015-5-15 10:12,II道
G554,2015-05-15,英德西,2015-5-15 10:21,2015-5-15 10:22,2015-5-15 10:22,2015-5-15 10:24,4道
G6012,2015-05-15,英德西,2015-5-15 10:33,2015-5-15 10:33,2015-5-15 10:33,2015-5-15 10:33,II道
G1012,2015-05-15,英德西,2015-5-15 10:38,2015-5-15 10:38,2015-5-15 10:38,2015-5-15 10:38,II道
G72,2015-05-15,英德西,2015-5-15 10:45,2015-5-15 10:45,2015-5-15 10:45,2015-5-15 10:45,II道
G1112,2015-05-15,英德西,2015-5-15 10:53,2015-5-15 10:54,2015-5-15 10:52,2015-5-15 10:54,4道
G832,2015-05-15,英德西,2015-5-15 11:01,2015-5-15 11:01,2015-5-15 11:03,2015-5-15 11:03,II道
G548,2015-05-15,英德西,2015-5-15 11:06,2015-5-15 11:06,2015-5-15 11:08,2015-5-15 11:08,II道
G1124,2015-05-15,英德西,2015-5-15 11:12,2015-5-15 11:12,2015-5-15 11:13,2015-5-15 11:13,II道
G636,2015-05-15,英德西,2015-5-15 11:27,2015-5-15 11:27,2015-5-15 11:25,2015-5-15 11:25,II道
G1126,2015-05-15,英德西,2015-5-15 11:31,2015-5-15 11:31,2015-5-15 11:30,2015-5-15 11:30,II道
G96,2015-05-15,英德西,2015-5-15 11:39,2015-5-15 11:41,2015-5-15 11:38,2015-5-15 11:40,4道
G6112,2015-05-15,英德西,2015-5-15 11:47,2015-5-15 11:47,2015-5-15 11:48,2015-5-15 11:48,II道
G6102,2015-05-15,英德西,2015-5-15 11:55,2015-5-15 11:55,2015-5-15 11:56,2015-5-15 11:56,II道
G1306,2015-05-15,英德西,2015-5-15 12:02,2015-5-15 12:02,2015-5-15 12:03,2015-5-15 12:03,II道
G78,2015-05-15,英德西,2015-5-15 12:10,2015-5-15 12:23,2015-5-15 12:12,2015-5-15 12:14,4道
G1138,2015-05-15,英德西,2015-5-15 12:23,2015-5-15 12:26,2015-5-15 12:21,2015-5-15 12:21,II道
G6026,2015-05-15,英德西,2015-5-15 12:31,2015-5-15 12:31,2015-5-15 12:27,2015-5-15 12:27,II道
G638,2015-05-15,英德西,2015-5-15 12:36,2015-5-15 12:36,2015-5-15 12:33,2015-5-15 12:33,II道
G70,2015-05-15,英德西,2015-5-15 12:41,2015-5-15 12:42,2015-5-15 12:41,2015-5-15 12:43,4道
G86,2015-05-15,英德西,2015-5-15 12:50,2015-5-15 12:50,2015-5-15 12:50,2015-5-15 12:50,II道
G6018,2015-05-15,英德西,2015-5-15 12:57,2015-5-15 12:57,2015-5-15 12:57,2015-5-15 12:57,II道
G6002,2015-05-15,英德西,2015-5-15 13:01,2015-5-15 13:01,2015-5-15 13:03,2015-5-15 13:03,II道
G1114,2015-05-15,英德西,2015-5-15 13:14,2015-5-15 13:14,2015-5-15 13:15,2015-5-15 13:15,II道
G532,2015-05-15,英德西,2015-5-15 13:22,2015-5-15 13:22,2015-5-15 13:23,2015-5-15 13:23,II道
G840,2015-05-15,英德西,2015-5-15 13:42,2015-5-15 13:42,2015-5-15 13:44,2015-5-15 13:44,II道
G1118,2015-05-15,英德西,2015-5-15 13:47,2015-5-15 13:47,2015-5-15 13:50,2015-5-15 13:50,II道
G1008,2015-05-15,英德西,2015-5-15 13:55,2015-5-15 13:55,2015-5-15 13:56,2015-5-15 13:56,II道
G1130,2015-05-15,英德西,2015-5-15 14:07,2015-5-15 14:07,2015-5-15 14:02,2015-5-15 14:02,II道
G1108,2015-05-15,英德西,2015-5-15 14:12,2015-5-15 14:12,2015-5-15 14:08,2015-5-15 14:08,II道
G1016,2015-05-15,英德西,2015-5-15 14:24,2015-5-15 14:24,2015-5-15 14:24,2015-5-15 14:24,II道
G1022,2015-05-15,英德西,2015-5-15 14:31,2015-5-15 14:34,2015-5-15 14:32,2015-5-15 14:34,4道
G280,2015-05-15,英德西,2015-5-15 14:48,2015-5-15 14:48,2015-5-15 14:47,2015-5-15 14:47,II道
G6108,2015-05-15,英德西,2015-5-15 14:53,2015-5-15 14:53,2015-5-15 14:53,2015-5-15 14:53,II道
G552,2015-05-15,英德西,2015-5-15 14:58,2015-5-15 14:58,2015-5-15 14:42,2015-5-15 14:42,II道
G1116,2015-05-15,英德西,2015-5-15 15:10,2015-5-15 15:10,2015-5-15 15:07,2015-5-15 15:07,II道
G6020,2015-05-15,英德西,2015-5-15 15:17,2015-5-15 15:17,2015-5-15 15:12,2015-5-15 15:12,II道
G6132,2015-05-15,英德西,2015-5-15 15:27,2015-5-15 15:27,2015-5-15 15:26,2015-5-15 15:26,II道
G1134,2015-05-15,英德西,2015-5-15 15:34,2015-5-15 15:35,2015-5-15 15:33,2015-5-15 15:35,4道
G6110,2015-05-15,英德西,2015-5-15 15:43,2015-5-15 15:43,2015-5-15 15:44,2015-5-15 15:44,II道
G1020,2015-05-15,英德西,2015-5-15 15:52,2015-5-15 15:52,2015-5-15 15:52,2015-5-15 15:52,II道
G1102,2015-05-15,英德西,2015-5-15 15:59,2015-5-15 15:59,2015-5-15 15:59,2015-5-15 15:59,II道
G634,2015-05-15,英德西,2015-5-15 16:12,2015-5-15 16:12,2015-5-15 16:12,2015-5-15 16:12,II道
G76,2015-05-15,英德西,2015-5-15 16:16,2015-5-15 16:16,2015-5-15 16:06,2015-5-15 16:06,II道
G6116,2015-05-15,英德西,2015-5-15 16:34,2015-5-15 16:34,2015-5-15 16:33,2015-5-15 16:33,II道
G1106,2015-05-15,英德西,2015-5-15 16:38,2015-5-15 16:38,2015-5-15 16:38,2015-5-15 16:38,II道
G6120,2015-05-15,英德西,2015-5-15 16:53,2015-5-15 16:53,2015-5-15 16:19,2015-5-15 16:19,II道
G80,2015-05-15,英德西,2015-5-15 17:07,2015-5-15 17:10,2015-5-15 16:48,2015-5-15 16:50,4道
G1014,2015-05-15,英德西,2015-5-15 17:08,2015-5-15 17:08,2015-5-15 17:03,2015-5-15 17:03,II道
G6118,2015-05-15,英德西,2015-5-15 17:15,2015-5-15 17:15,2015-5-15 17:08,2015-5-15 17:08,II道
G66,2015-05-15,英德西,2015-5-15 17:18,2015-5-15 17:18,2015-5-15 17:15,2015-5-15 17:15,II道
G1140,2015-05-15,英德西,2015-5-15 17:24,2015-5-15 17:25,2015-5-15 17:23,2015-5-15 17:25,4道
G1406,2015-05-15,英德西,2015-5-15 17:32,2015-5-15 17:32,2015-5-15 17:32,2015-5-15 17:32,II道
G1032,2015-05-15,英德西,2015-5-15 17:41,2015-5-15 17:43,2015-5-15 17:41,2015-5-15 17:43,4道
G1128,2015-05-15,英德西,2015-5-15 18:00,2015-5-15 18:00,2015-5-15 17:52,2015-5-15 17:52,II道
G1010,2015-05-15,英德西,2015-5-15 18:03,2015-5-15 18:03,2015-5-15 18:03,2015-5-15 18:03,II道
